光学字符识别	OCR
药糖	electuary
药膏	salve|unguent
药西瓜	colocynth
药鼠李	cascara
荷兰	Dutch|holand
荷兰人	Dutchmen|Dutchman
荷兰渔船	dogger
荷兰盾	guilder
荷兰语	nederlands
荷兰酱	Hollandaise
荷叶边	flounce|rickrack
荷斯坦	Holstein
荷马式	Homeric
荷鲁斯	Horus
莉丝	Lise
莉兹	Liz|liz
莉娜	Lena
莉拉	Lila
莉莉	Lilly
莉莲	Lilian|Lillian
莉迪亚	Lydia
莉齐	Lizzy|Lizzie
莎伦	Sharon
莎士比亚	Shakespeare|shakeespeare
莎士比亚化	Shakespearize
莎士比亚崇拜	bardolatry
莎士比亚的	Shakespearian|Shakespearean
莎妮娅	shania
莎拉	Sarah
莎纶	Saran
莎草	sedge
莎莎酱	salsa
莫伊谢耶夫	Moiseyev
莫兰	Moran|Moreland
莫农加希拉	Monongahela
莫利	Morley
莫卡辛鞋	moccasin
莫卧儿	Moghul
莫吉托	mojito
莫哈韦	mojave
莫奈	Monet
莫妮卡	Monica
莫娜	Mona
莫尔	Mawr|Mohr
莫尔兹比	Moresby
莫尔斯	Morse
莫尔登	Malden
莫尔豪斯	Morehouse
莫尔顿	Moulton
莫德	Maude
莫德斯托	Modesto
莫扎特	Mozart
莫斯	mos
莫斯伯格	Mossberg
莫斯科	Moscow|Muscovy
莫斯科人	Muscovite
莫斯科尼	Moscone
莫林	Moline
莫桑比克	mozambique
莫比	moby
莫泽	Moser
莫洛托夫	Molotov
莫琳	Maureen|Maurine
莫纳什	Monash
莫耶尔	Moyer
莫莉	Molly|Mollie
莫蒂	morty
莫蒂默	Mortimer
莫里亚蒂	Moriarty
莫里哀	Moliere
莫里尔	Morrill
莫里斯	Morris|Maurice
莫里斯敦	Morristown
莫里森	Morrison
莫里西	Morrissey
莫霍克	Mohawk
莫顿	Morton
莰烯	camphene
莱克伍德	Lakewood
莱克斯	Lykes
莱克赫斯特	Lakehurst
莱利	Riley
莱因哈德	Reinhard
莱因哈特	Rinehart|Reinhardt
莱因霍尔德	Reinhold
莱姆	lyme
莱姆克	Lemke
莱尔	Lyle
莱尔纱	lisle
莱布尼茨	Leibniz
莱德	Ryder
莱德劳	Laidlaw
莱恩	Len|len
莱拉	Leila
莱文	Levin|Levine
莱文沃思	Leavenworth
莱斯利	lesley|Leslie
莱斯博斯	lesbos
莱斯特	Lester|leicester
莱斯特郡	leicestershire
莱昂	Leon
莱昂内尔	Lionel
莱昂纳多	Leonardo
莱曼	Lyman
莱比锡	Leipzig
莱热	Leger
莱特	lett
莱特币	Litecoin
莱科斯	lycos
莱索托	Lesotho
莱纳斯	Linus
莱维特	Levitt
莱缪尔	Lemuel
莱茵河	Rhine
莱茵的	Rhenish
莱茵石	rhinestone
莱茵霍尔特	Rheinholdt
莱蒂西亚	Letitia
莱诺克斯	lenox
莱诺尔	Lenore
莱诺机	Linotype
莱顿	Leyden|Leiden
莲花	lotus
莳萝	dill
获利	profited|profiting
获利者	gainer
获取	getting
获取器	getters
获奖	awarded
获奖的	prizewinning
获奖者	prizer|prizeman
获得	gain|obtain
获得奖励的	rewarded
获得的	gained|obtained
获得者	getter
获胜	wins|winning
莺	warbler
莽夫	hothead
莽撞	foolhardy
莽撞的	hotheaded
菊石	ammonite
菊花	chrysanthemum
菊苣	endive|succory
菌丝	hypha
菌丝体	mycelium
菌丝的	mycelial
菌柄	stipe
菌盖	pileus
菜单	menu|carte
菜单项	menuitem
菜园	kaleyard
菜肴	viand
菜花	cauliflower
菜豆	haricot
菝葜	smilax
菟丝子	dodder
菠菜	spinach
菠萝	pineapple
菩萨	bodhisatva|bodhisattva
菱形	rhombus
菱形的	rhombic
菱背响尾蛇	diamondback
菱铁矿	siderite
菱鲆	brill
菲亚特	FIAT
菲什基尔	Fishkill
菲佐	Fizeau
菲利克斯	Felix
菲利斯	Phyllis
菲利普	Philip|Phillip
菲利普斯	Phillips
菲利波	Filippo
菲奇	Fitch
菲奇堡	Fitchburg
菲奥娜	fiona
菲奥里	Fiori
菲奥里西特	fioricet
菲奥雷洛	Fiorello
菲尔	Phil
菲尔兹	Fields
菲尔普斯	Phelps
菲尔曼	filherman
菲尔科	Philco
菲尔莫尔	Fillmore
菲尼	Feeney
菲律宾	Philippines
菲律宾人	Filipino
菲律宾的	Philippine
菲德尔	Fidel
菲德拉	Phaedra
菲恩	fyne
菲斯克	Fisk|Fiske
菲施拜因	Fischbein
菲普斯	fips|Phipps
菲格罗斯	phigros
菲比	phoebe
菲涅尔	Fresnel
菲茨帕特里克	Fitzpatrick
菲茨杰拉德	Fitzgerald
菲茨罗伊	Fitzroy
萌	Moe
萌发	germination
萌芽	burgeon
萌芽的	budding|germinal
萎缩	atrophy|atrophies
萎缩中	atrophying
萎缩的	atrophic|atrophied
萎黄病	chlorosis
萎黄的	chlorotic
萘酚	naphthol
萜烯	terpene
萝卜	radish
萤火虫	firefly|glowworm
萤石	fluorite
营	battalion
营业额	turnover
营养	nutrition|alimentation
营养上	nutritionally
营养不良	dystrophy|undernourish
营养不良的	malnourished
营养品	nutriment
营养师	dietician|dietitian
营养物	nutrient
营养的	trophic|nutritional
营地	camp|campsite
营地聚会	camporee
营房	hutment
营火	campfire
营私舞弊	jobbery
营销	marketing
营销员	marketer|marketeer
营销活动	marketings
萦绕	haunt
萦绕的	haunting
萨伏依	Savoy
萨伏依人	Savoyard
萨克拉门托	Sacramento
萨克斯	sax|Sachs
萨克斯号	saxhorn
萨克斯大号	saxtuba
萨克斯管	saxophone
萨克斯顿	Saxton
萨克森	Saxony
萨凡纳	Savannah
萨利什	Salish
萨利特头盔	sallet
萨勒	Salle
萨博	saab
萨吉诺	Saginaw
萨塞克斯	Sussex
萨姆	Sam|sam
萨姆特	Sumter
萨姆纳	Sumner
萨宾	Sabine
萨宾娜	Sabina
萨尔	Sal
萨尔瓦多	Salvador
萨尔瓦多人	Salvadoran
萨尔瓦托雷	Salvatore
萨尔茨堡	salzburg
萨巴里安尼	zabaglione
萨帕特阿多	zapateado
萨当	satang
萨德伯里	sudbury
萨德勒	Sadler
萨拉	Sara
萨拉姆	Salaam
萨拉尔	salal
萨拉托加	Saratoga
萨拉森人	Saracen
萨拉班德舞	saraband
萨拉米	salami
萨拉索塔	Sarasota
萨摩亚	Samoa|Samoan
萨斯卡通	Saskatoon
萨斯喀彻温省	Saskatchewan
萨斯奎汉纳	Susquehanna
萨曼莎	samantha
萨格勒布	Zagreb
萨梯	satyr
萨梯的	satyric
萨沃纳罗拉	Savonarola
萨满	shaman
萨特	Sartre
萨班斯	sarbanes
萨瑟兰	Sutherland
萨福	Sappho
萨福克	Suffolk
萨米	Sammy
萨缪尔森	Samuelson
萨莉	Sally
萨莱纳	Salina
萨莱诺	Salerno
萨路基犬	saluki
萨达姆	saddam
萨迪	Sadie
萨那	Sana
萨里	surrey
萨金特	Sargent
萨顿	Sutton
萨默代尔	Summerdale
萨默塞特	Somerset
萨默斯	Somers|Summers
萨默维尔	Somerville
萼片	sepal
落下	fall
落叶	defoliate|defoliation
落叶松	larch|tamarack
落叶的	deciduous
落后	backward|backkward
落后性	backwardness
落后者	laggard|straggler
落基山脉	Rockies
落水	overboard
落石	rockfall
落魄	comedown
著名地	famously
著名的	famed|noted
葛底斯堡	Gettysburg
葛缕子	caraway
葛藤	kudzu
葡聚糖	dextran
葡萄	grape
葡萄味	grapy
葡萄园	vinery|grapery
葡萄干	raisin
葡萄弹	grapeshot
葡萄柚	grapefruit
葡萄栽培的	viticultural
葡萄栽培者	viticulturist
葡萄牙	Portugal
葡萄牙的	Portuguese
葡萄牙语	por
葡萄球菌	staphylococcus
葡萄种植者	winegrower
葡萄籽	grapestone
葡萄糖	glucose|dextrose
葡萄藤	grapevine
葡萄酒	wine|vino
葡萄酒酿造学	oenology
董事	directors
董事会	directorate
董事职位	directorship
葫芦	gourd|calabash
葬礼	funeral|obsequies
葬礼的	funerary
葱形饰	ogee
蒂亚瓦	tiava
蒂伯龙	Tiburon
蒂克	Tieck
蒂利希	Tillich
蒂华纳	Tijuana
蒂奥加	Tioga
蒂姆	tim|Tim
蒂姆斯	Tims
蒂娜	Tina
蒂尔伯里	tilbury
蒂格	teague
蒂珀卡努	Tippecanoe
蒂珀雷里	Tipperary
蒂米	Timmy
蒂罗尔人	tyrolese
蒂芙尼	Tiffany
蒂莉	Tillie
蒂莫西	timothy
蒋	Chiang
蒙	Mont
蒙乃尔	monel
蒙古	Mongolia
蒙古主义	Mongolianism
蒙古人	mongols
蒙古人种的	mongoloid
蒙古包	ger|yurt
蒙古的	Mongolian
蒙哈榭	Montrachet
蒙哥马利	Montgomery
蒙大拿	Montana
蒙大拿人	Montanan
蒙太古	Montague
蒙太奇	montage
蒙彼利埃	Montpelier
蒙得维的亚	Montevideo
蒙德	Mundt
蒙昧主义	obscurantism
蒙昧主义者	obscurant
蒙特	monte
蒙特克莱	Montclair
蒙特利尔	Montreal
蒙特塞拉特	montserrat
蒙特威尔第	Monteverdi
蒙特雷	Monterey
蒙田	Montaigne
蒙眼	blindfold
蒙眼布	blindfolds
蒙福特	Monfort
蒙罗维亚	Monrovia
蒙羞的	disgraced|dishonored
蒙茅斯	Monmouth
蒙蒂	Monty
蒙蒂塞洛	Monticello
蒙面	veiling
蒙面的	veiled
蒙马特	Montmartre
蒲公英	blowball|dandelion
蒲包花	Calceolaria
蒲式耳	bushel
蒴盖	pyxidium
蒸发	vaporise|vaporize
蒸发中	evaporating
蒸发的	evaporated|evaporative
蒸汽	vapor|steam
蒸汽甲板	Steam Deck
蒸汽的	steamy|vapoury
蒸汽系统	SteamOS
蒸煮中	steaming
蒸过的	steamed
蒸锅	steamer
蒸馏	distil|distill
蒸馏厂	distillery
蒸馏器	alembic|distiller
蒸馏的	distilled
蒽	anthracene
蓍草	yarrow|milfoil
蓖麻	castor
蓝图	cyanotype|blueprint
蓝堇	fumitory
蓝天	bluesky
蓝宝石	sapphire
蓝帽花	bluebonnet
蓝思	lexile
蓝晶石	cyanite
蓝点牡蛎	bluepoint
蓝牙	bluetooth
蓝瓶蝇	bluebottle
蓝知更鸟	bluebird
蓝绿色的	glaucous
蓝胡子	bluebeard
蓝色	blue|blueness
蓝花	bluet
蓝花楹	jacaranda
蓝草音乐	bluegrass
蓝莓	blueberry|blueberries
蓝衣人	bluecoat
蓝调	blues
蓝铃花	harebell|bluebell
蓝铜矿	azurite
蓝鱼	bluefish
蓝鳍金枪鱼	bluefin
蓟	thistle
蓟絮	thistledown
蓟马	thrips
蓬乱	blowsed|shagginess
蓬乱的	scraggly
蓬头	shockheaded
蓬巴杜发型	pompadour
蓬松	bouffant
蓬松的	fluffy|shaggy
蔑视	scorns|contemn
蔑视者	scorner
蔓延	sprawl|creeping
蔓越莓	cranberry|cranberries
蔗渣	bagasse
蔗糖	sucrose
蔡	cai
蔡司	Zeiss
蔬菜	greens|vegetable
蔬菜商	greengrocer
蔷薇科的	rosaceous
蕨类	fern|osmund
蕨类园	fernery
蕨类的	ferny
蕴含项	implicant
蕾丝	Lacey
蕾丝的	lacy
蕾哈娜	rihanna
蕾妮	Renee
薄	thinness
薄伽梵歌	Bhagavad-Gita
薄涂	scumble
薄片	wafer|shive
薄片状的	flaky|wafery
薄的	thin
薄纱	voile|tulle
薄纱地	lacily
薄纱的	gauzy
薄纸	onionskin
薄绸	foulard
薄膜	pellicle
薄膜的	filmy
薄荷	mint|pennyroyal
薄荷烯	menthene
薄荷糖	mints
薄荷醇	menthol
薄薄地	thinly
薄边	featheredge
薄饼交换	PancakeSwap
薇拉	Vera
薇薇安	Vivian
薛定谔	Schroedinger
薛西斯	Xerxes
薪水	salary|salaries
薪酬	emolument
薮猫	serval
薯条	fries
薯片	chips|crisps
薰衣草	lavender
藏书家	bibliophile
藏书狂	bibliomaniac
藏书癖	bibliomania
藏书票	exlibris|bookplate
藏于掌中	palmed|palming
藏匿	stash|squirreled
藏族的	Tibetan
藏红花	saffron
藏身处	hideout|hideaway
藐视	flout
藜	pigweed
藤	rattan
藤丛	canebrake
藤壶	barnacle
藤本植物	liana
藤蔓	vine
藤蔓的	viny
藻类	alga|algae
藻类学	algology|phycology
藻类的	algal
藻胶	algin
藻菌	phycomycete
藻菌植物	thallophyte
藻酸盐	alginate
藿香蓟	ageratum
蘑菇	mushroom|champignon
蘸	dip
蘸礼	intinction
虎斑	tabby
虎斑猫	tabbies
虎狮	tigon
虎钳	vise
虎鲸	orca
虐待	mistreat|maltreat
虐恋	BDSM
虔信主义	pietism
虔信者	pietist
虔诚	piety|piosity
虔诚地	piously|devoutly
虔诚的	pious|godly
虚伪	hypocrisy|disingenuous
虚伪的	jesuitical
虚伪行为	hypocrisies
虚假	falsity|mendacity
虚假信息	disinformation
虚假地	phonily|falsely
虚假的	spurious|delusive
虚己	kenosis
虚幻地	illusively
虚幻的	elusory|illusive
虚张声势	bluff|bravado
虚弱	infirm|debility
虚弱地	feebly|weakly
虚弱感	goneness
虚弱的	frail|feeble
虚拟	virtual
虚拟专用服务器	virtual private server
虚拟专用网络	virtual private network
虚拟主播	VTuber
虚拟局域网	VLAN|Virtual Local Area Network
虚拟文件分配表	vfat
虚拟机软件	VMware|Parallels Desktop
虚拟现实	ovr
虚拟语气	subjunctive
虚无	nihility|nothingness
虚无主义	nihilism
虚无主义者	nihilist
虚无的	nihilistic
虚构	figment|confabulation
虚构地	fictionally|fictitiously
虚构的	fictive|imaginary
虚构者	confabulator
虚荣	vanity|vanities
虫媒的	entomophilous
虫子	bugs
虫洞	wormhole
虫胶	Lac|lac
虫蛀	wormed
虫蛀的	wormy
虱卵	nit
虱子	lice|louse
虹吸	siphoning
虹吸管	siphon
虹膜	iris
虹膜炎	iritis
虹膜的	irised
虽然	tho|though
虾	shrimp
虾皮	shopee
虾虎鱼	goby
虾蛄	squilla
蚀刻	etch|aquatint
蚀刻师	etcher
蚁丘	anthill
蚁人	Ant-Man
蚁巢	formicary
蚁狮	antlion
蚁酸的	formic
蚂蚁	ant|emmet
蚂蚁设计	Ant Design
蚊子	skeeter|Mosquito
蚕	silkworm
蚕蛾	bombycid
蚜虫	aphis|aphid
蚤咬	fleabite
蚯蚓	angleworm|earthworm
蚯蚓粪	wormcast
蚱蜢	grasshopper
蛆	grub|maggot
蛇	snake|serpent
蛇发女妖	gorgon
蛇咬	snakebite
蛇夫座	Ophiucus|Ophiuchus
蛇形	snakelike
蛇怪	basilisk
蛇根草	snakeroot
蛇的	ophidian
蛇群	snakes
蛇葡萄	ampelopsis
蛋	egg
蛋壳	eggshell
蛋奶糊	custard
蛋奶酥	souffle|soufflé
蛋彩画	tempera
蛋杯	eggcup
蛋白	glair|albumen
蛋白尿	albuminuria
蛋白数据库	expasy
蛋白石	opal
蛋白质	protein
蛋白质数据库	InterPro
蛋白质知识库	uniprotkb
蛋白霜	meringue
蛋糕	cake
蛋黄	yolk
蛋黄酱	mayonnaise
蛎鹬	oystercatcher
蛔虫	roundworm
蛙人	frogman
蛙类	ranid|batrachian
蛛丝	gossamer
蛛形纲动物	arachnid
蛛网膜	arachnoid
蛞蝓	slug
蛤	clam|quahog
蛤杀毒	ClamAV
蛤蜊	clams
蛭石	vermiculite
蛮勇	foolhardiness
蛲虫	pinworm|threadworm
蛹	pupa|pupae
蛹的	pupal
蛾	moth
蜀葵	althea|Althaea
蜂场	apiaries
蜂巢	hive|beehive
蜂房	apiary
蜂拥	swarmed|swarming
蜂窝	cellular
蜂窝状	honeycombed
蜂窝状的	alveolate
蜂窝织炎	phlegmon
蜂箱	skep
蜂粮	beebread
蜂群	swarm
蜂蜜	mel|honey
蜂蜜酒	mead|metheglin
蜂蜡	beeswax
蜂鸟	hummer|hummingbird
蜂鸣器	buzzer
蜇伤	stung
蜈蚣	centipede|scolopendra
蜉蝣	dayfly|mayfly
蜕皮	molt|slough
蜕皮的	exuvial
蜗牛	snail
蜗牛养殖场	snailery
蜘蛛	spider|araneid
蜘蛛侠	Spider-Man
蜘蛛抱蛋	aspidistra
蜘蛛网	cobweb
蜘蛛群	spiders
蜘蛛般的	spidery
蜜月	honeymoon
蜜熊	kinkajou
蜜腺	nectary
蜜蜂	bee|honeybee
蜜蜂的	apian
蜜雀	tui
蜜露	honeydew
蜜饯	compote
蜡	wax
蜡像	waxwork
蜡制的	waxen
蜡嘴雀	waxbill|grosbeak
蜡染	batik
蜡烛	candle
蜡笔	crayon
蜡膏	cerate
蜡质	waxiness
蜡质的	waxy
蜥脚类	sauropod
蜥蜴	lizard
蜥蜴类	saurian
蜷缩	huddled
蜻蜓	dragonfly
蜿蜒	snaked|winding
蜿蜒的	snaky|sinuous
蝇卵	flyblow
蝇污的	flyblown
蝇粪点	flyspeck
蝇量级	flyweight
蝉	cicada
蝌蚪	tadpole
蝎子	scorpion
蝎虎座	Lacerta
蝗虫	locust
蝙蝠	bat|Fledermaus
蝙蝠侠	batman
蝴蝶	butterfly|butterflies
蝴蝶犬	papillon
蝴蝶结	bowknot
蝶骨	sphenoid
蝾螈	newt|salamander
螃蟹	crab
融化	thaw|melt
融化地	meltingly
融化的	thawed|melted
融合	fused|fusion
融合专业版	VMware Fusion Pro
融合播放器	VMware Fusion Player
融合版	VMware Fusion
融水	meltwater
融洽	rapport
融资	financed|financing
螨虫	mite
螯	chela
螳螂	mantis
螺丝	screw
螺丝刀	screwdriver
螺旋	helix|spiral
螺旋上升	spiraling
螺旋地	spirally
螺旋性	spirality
螺旋桨	airscrew|propeller
螺旋状的	gyroidal
螺旋的	spiry|helical
螺旋磁性	helimagnetism
螺旋管	helitron
螺旋蝇	screwworm
螺旋起重器	jackscrew
螺旋面	helicoid
螺栓	bolt
螺纹	whorl
螺纹的	whorled
螺线管	solenoid
蟋蟀	grig|crickets
蟑螂	roach|cockroach
蟑螂数据库	CockroachDB
蟒蛇	boa|python
蟒蛇的	pythonic
蟾蜍	toad
蟾鱼	toadfish
蠓	midge
蠓虫	gnat
蠕动	wriggle|peristalsis
蠕动的	wriggly|peristaltic
蠕动者	wriggler
蠕虫	worm
蠕虫状	vermiform
蠢事	follies|foolery
蠢人	oaf
蠢行	tomfoolery
蠢货	schmuck
蠹鱼	silverfish
蠼螋	earwig
血	blood
血友病	hemophilia|haemophilia
血友病患者	hemophiliac|haemophiliac
血块	gore
血小板	PLT|platelet
血染	ensanguine
血栓	thrombus
血栓形成	thrombosis
血根草	bloodroot
血汗工厂	sweatshop
血污的	bloodied
血流	bloodstream
血浆	plasma
血液学	hematology|haematology
血液生成	sanguification
血清	serum
血清学	serology|serological
血清素	serotonin
血的	hemal|hematic
血石	bloodstone
血管分布	vascularity
血管扩张剂	vasodilator
血管收缩剂	vasoconstrictor
血管的	vascular
血管紧张素	angiotensin
血管舒缩	vasomotor
血管造影	angiography
血红素	hematin|haematin
血红色	incarnadine
血红蛋白	hemoglobin|haemoglobin
血统	lineage|pedigree
血统簿	studbook
血缘	consanguinity
血腥	bloody|bloodiness
血腥地	bloodily|sanguinarily
血腥的	gory|sanguinary
血虫	bloodworm
血迹	bloodstain
行	rows
行业	industries
行为	Acts|doings
行为上	behaviorally
行为不当	misbehave
行为主义	behaviorism|behavioristic
行为主义者	behaviorist
行为学	ethology
行为的	behavioral|behavioural
行乞	beggary
行人	pedestrian
行会	guild|guilde
行会成员	guildsman
行内	intraline
行刑者	executioner
行列	procession
行列的	processional
行动	act|action
行动主义	activism
行动者	doer
行政	executive|administration
行政上	administratively
行政的	administrative|administerative
行政部门	administrations
行数	linage
行星	planet
行星的	planetary
行李	luggage|baggage
行李员	bellhop
行李箱	suitcase
行板	andante
行程	itinerary|itineraries
行经	menstruate
行话	cant|lingo
行贿中	bribing
行贿者	briber
行走	ambulate|ambulation
行走的	passant
行进	marches|marched
行间	interline
行间的	interlinear
行驶性能	roadability
衍射	diffract|diffraction
衍射的	diffractive
衍生品	spinoff
街头居民	streeters
街头漫步	streetwalking
街头霸王	gorillaz
街道	street
衡平法院	chancery
衣刷	clothesbrush
衣帽间	cloakroom|checkroom
衣服	tog|vesture
衣架	hanger
衣柜	almirah|wardrobe
衣橱	armoire
衣物	clothing
衣衫褴褛者	tatterdemalion
衣领	collar
补丁	patch
补丁工具	lspatch
补偿	comp|compo
补偿器	compensator
补偿的	compensatory
补充	replenish|complement
补充中	supplementing|complementing
补充了	complemented
补充器	complementer
补充物	complements
补充的	supplemental|supplemented
补剂	tonic
补救	remedy
补救措施	remedies
补救的	remedial
补水	rehydrate
补药	corroborant
补货	restock
补贴	subsidy|subsidise
表土	topsoil
表型	phenotype
表带	watchband
表情图标	emoticons
表情符号	emoji
表情表演	emote
表意字	ideogram
表意的	ideographic
表明	evince|bespeaks
表明的	indicated
表格	xls|xlsx
表格的	tabular
表演	acting|performs
表演不足	underact
表演中	performing
表演了	performed
表演技巧	showmanship
表演者	showman|performer
表演过火	overact
表现	behave|performance
表现主义者	expressionist
表现力	expressiveness
表现欲	exhibitionism
表皮	epidermis|scarfskin
表示	denote|signify
表示上	denotationally
表示的	denotational
表语	predicative
表达	express|couched
表达中	expressing
表达的	expressional
表达过	expressed
表面	surface
表面上	seemingly|outwardly
表面上的	seeming
表面性	surfaceness
表面活性剂	surfactant
